,name,place_id,formatted_address,types,user_ratings_total,rating,lat,long,latlong
132,Mapolrestabes Bandung,ChIJjc_nlTDmaC4RckmaP478luo,"Jl. Merdeka No.18-21, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia","police,point_of_interest,establishment",0,0.0,-6.9140896,107.6108473,"-6.9140896,107.6108473"
133,Pos Polisi Dr. Otten,ChIJp-joPELmaC4REUp9EpRZ07U,"Jl. Dr. Otten, Pasir Kaliki, Kec. Cicendo, Kota Bandung, Jawa Barat 40171, Indonesia","police,point_of_interest,establishment",1,5.0,-6.9021231,107.5995771,"-6.9021231,107.5995771"
134,PolSekTa Andir,ChIJd2OwXz3maC4RLDM1LCpczXU,"Jl. Saritem No.4, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40181, Indonesia","police,point_of_interest,establishment",33,3.8,-6.9169861,107.5977615,"-6.9169861,107.5977615"
135,Polsubsektor Cilengkrang,ChIJV1VVND7daC4RcAt004IArYQ,"Jl. Pasirjati Utama No.8, Jatiendah, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40616, Indonesia","police,point_of_interest,establishment",4,4.0,-6.9003314,107.6981235,"-6.9003314,107.6981235"
136,Pos Polisi Polsek Cisarua,ChIJt1EXwR_kaC4RSwg2w6kNywE,"Jl. Kampus Polban No.8, Ciwaruga, Kec. Parongpong, Kabupaten Bandung Barat, Jawa Barat 40559, Indonesia","police,point_of_interest,establishment",3,1.0,-6.8662649,107.5729204,"-6.8662649,107.5729204"
137,Sub Sektor Alun-Alun Polsek Kota Regol,ChIJ8bW8kkTnaC4RxgzWTuL5urg,"3JH4+GMF, Jl. Asia Afrika, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40251, Indonesia","police,point_of_interest,establishment",0,0.0,-6.921193,107.6066673,"-6.921193,107.6066673"
138,Pos Polisi Metro Margahayu,ChIJM1eiux3oaC4RuW2C9gu_a1s,"Jl. Venus Bar. No.6, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286, Indonesia","local_government_office,point_of_interest,establishment",3,4.0,-6.9395253,107.6667943,"-6.9395253,107.6667943"
139,Kantor polisi,ChIJK7dPhGvnaC4R-s16Ja1qPxM,"Gg. Kebonpisang No.100, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40154, Indonesia","point_of_interest,establishment",0,0.0,-6.9181827,107.6195647,"-6.9181827,107.6195647"
140,Polsek Cibeunying Kaler,ChIJ98vEfKrnaC4Rv5zwnl2-BLw,"Jl. Cikutra Barat No.5, Sekeloa, Bandung Tengah, Kota Bandung, Jawa Barat 40123, Indonesia","police,point_of_interest,establishment",31,4.0,-6.892330599999999,107.6344883,"-6.8923306,107.6344883"
141,Polsek Cicendo,ChIJa47YzTjmaC4Ra1Oajc0LNvA,"Jl. Pasir Kaliki No.117, Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat 40172, Indonesia","police,point_of_interest,establishment",41,2.6,-6.9068468,107.5973504,"-6.9068468,107.5973504"
142,Pos Gatur Gegerkalong Girand Polsek Sukasari,ChIJu1vrWb7maC4R0gAdaqb160o,"4HPV+4J4, Jl. Dr. Setiabudi, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40141, Indonesia","police,point_of_interest,establishment",1,5.0,-6.8647328,107.5940702,"-6.8647328,107.5940702"
143,Polsek Bandung Kidul,ChIJSSrMqPnoaC4Rj-6TwU3OR_w,"Jl. Batununggal No.06, Batununggal, Kec. Bandung Kidul, Kota Bandung, Jawa Barat 40266, Indonesia","police,point_of_interest,establishment",17,3.0,-6.958706,107.6368637,"-6.958706,107.6368637"
144,Pos Polisi Ciwaruga,ChIJ_____67maC4R6h7zfocgEWw,"Jl. Lavender No.18, Ciwaruga, Kec. Parongpong, Kabupaten Bandung Barat, Jawa Barat 40559, Indonesia","police,point_of_interest,establishment",0,0.0,-6.8544676,107.5831125,"-6.8544676,107.5831125"
145,pos polisi tamansari,ChIJlRgQyDjnaC4RJv5LqG-wqDw,"Jl. Cikapayang No.18, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132, Indonesia","point_of_interest,establishment",0,0.0,-6.8980548,107.6100341,"-6.8980548,107.6100341"
146,Polsek LENGKONG,ChIJ66C9CmToaC4Rs0bX6jbNEPI,"Jl. Buah Batu No.193, Gumuruh, Bandung Tengah, Kota Bandung, Jawa Barat 40287, Indonesia","police,point_of_interest,establishment",31,3.1,-6.941597499999999,107.6274639,"-6.9415975,107.6274639"
147,Kantor Satpol PP Kota Bandung,ChIJ2WtMgTfmaC4RfE3xwoLleh4,"Jl. R.A.A. Marta Negara No.4, Turangga, Kec. Lengkong, Kota Bandung, Jawa Barat 40264, Indonesia","police,point_of_interest,establishment",30,2.5,-6.933170199999999,107.6268061,"-6.9331702,107.6268061"
148,POS POLISI KIRCON BYPASS,ChIJ5aBWOMrpaC4RQuf0dJJRDkc,"3J3R+PR7, Sekejati, Buahbatu, Bandung City, West Java 40286, Indonesia","point_of_interest,establishment",0,0.0,-6.9457011,107.6420341,"-6.9457011,107.6420341"
149,POS POLISI BUAH BATU BYPASS,ChIJ9XT1GYDpaC4RIjsZml-r50Q,"3J2M+QG6, Batununggal, Bandung Kidul, Bandung City, West Java 40266, Indonesia","point_of_interest,establishment",0,0.0,-6.948078199999999,107.6337751,"-6.9480782,107.6337751"
150,Satuan Polisi Pamong Praja Provinsi Jawa Barat,ChIJG2oVkzXmaC4RyRyWykxNCIo,"Jl. Banda No.28, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia","police,point_of_interest,establishment",11,4.2,-6.9077288,107.6172961,"-6.9077288,107.6172961"
151,Pos Polisi Surapati Pahlawan,ChIJG_NQ_5PnaC4RC_RS1wiQe0I,"4J2M+VJH, Jl. Surapati, Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122, Indonesia","police,point_of_interest,establishment",0,0.0,-6.8978113,107.6341248,"-6.8978113,107.6341248"
152,Polda Jawa Barat,ChIJbVw7bxToaC4R9Q2xbNT7MAM,"Jl. Soekarno Hatta No.748, Cimenerang, Kec. Gedebage, Kota Bandung, Jawa Barat 40613, Indonesia","police,point_of_interest,establishment",319,4.1,-6.937085499999999,107.7040443,"-6.9370855,107.7040443"
153,Polsekta Cibeunying Kidul,ChIJl3Vdq5PnaC4RgB5Qcnd-SbA,"Jl. Cibeunying Kidul, Kebonwaru, Bandung Tengah, Kota Bandung, Jawa Barat 40121, Indonesia","police,point_of_interest,establishment",0,0.0,-6.911505999999999,107.6381505,"-6.911506,107.6381505"
154,Polsek ASTANA ANYAR,ChIJVcRhKvHnaC4R72Hs3WmYSEU,"Jl. Astana Anyar No.340, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40242, Indonesia","police,point_of_interest,establishment",10,2.7,-6.9277362,107.600333,"-6.9277362,107.600333"
155,Sat Reskrim Polrestabes Bandung,ChIJnSv5kjDmaC4R6TJwPl7K9Wc,"Jl. Jawa No.1, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia","police,point_of_interest,establishment",14,4.2,-6.914024599999999,107.6106876,"-6.9140246,107.6106876"
156,Pos Polisi,ChIJw_jRcyzmaC4RWa1qvmbfXwY,"3JH8+3XJ, Jl. A. Yani, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112, Indonesia","police,point_of_interest,establishment",0,0.0,-6.9222794,107.6174018,"-6.9222794,107.6174018"
157,Polsek Dayeuh Kolot,ChIJ551xxPnraC4Rynp3_6a3-sU,"Jl. Raya Dayeuhkolot No.109, Citeureup, Kec. Soreang, Kabupaten Bandung, Jawa Barat 40257, Indonesia","police,point_of_interest,establishment",32,4.0,-6.9835005,107.6216374,"-6.9835005,107.6216374"
158,Polsek Cileunyi,ChIJFVVVVbHtaC4RUMO1mZz3obo,"Jl. Panyawungan No.5, Cileunyi Wetan, Kec. Cileunyi, Kabupaten Bandung, Jawa Barat 40911, Indonesia","police,point_of_interest,establishment",62,4.3,-6.943264399999999,107.7538687,"-6.9432644,107.7538687"
159,West Java Police Ditlantas,ChIJ04ubIMXCaC4RfEj7NStS8HA,"Jl. Soekarno Hatta No.839, Babakan Penghulu, Kec. Cinambo, Kota Bandung, Jawa Barat 40293, Indonesia","police,point_of_interest,establishment",26,4.3,-6.9407143,107.7022703,"-6.9407143,107.7022703"
200,Police Lubuk Baja,ChIJt-QhuXuJ2TERUrgbCqCkkYA,"Jl. Bunga Raya, Baloi Indah, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29461, Indonesia","police,point_of_interest,establishment",29,4.1,1.1320587,104.016635,"1.1320587,104.016635"
201,Police Batam City,ChIJdzyrjSOJ2TERQ0ZLz5xhMrw,"Jl. Engku Putri, Baloi Permai, Batam City, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29461, Indonesia","police,point_of_interest,establishment",35,3.9,1.1262478,104.0570969,"1.1262478,104.0570969"
202,Pospol Subsektor Nagoya,ChIJDZWldIGJ2TERJ3fl5cSW-04,"42R6+GPR, Lubuk Baja Kota, Batam Kota, Batam City, Riau Islands 29444, Indonesia","police,point_of_interest,establishment",2,4.5,1.1413494,104.0117615,"1.1413494,104.0117615"
203,Police Batu Aji,ChIJJwOECxWN2TERNfYBrka0b_w,"Jl. Brigjen Katamso, Tj. Uncang, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29438, Indonesia","police,point_of_interest,establishment",39,4.3,1.0536149,103.92959,"1.0536149,103.92959"
204,Polsek Kawasan Bandara Hang Nadim,ChIJI-7WMDyG2TERlYnChEg7mQo,"44F8+944, Jl. Bandara Hang Nadim, Batu Besar, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29444, Indonesia","police,point_of_interest,establishment",4,4.5,1.1233913,104.1153159,"1.1233913,104.1153159"
205,Polsek Sekupang Polresta Barelang,ChIJU-InNW6L2TERVSLt2tC6qx8,"4W7X+C53, Harapan River, Sekupang, Batam City, Riau Islands 29425, Indonesia","police,point_of_interest,establishment",1,5.0,1.1134933,103.9479328,"1.1134933,103.9479328"
206,Pos Polisi Simpang Kabil,ChIJDxQUIDOJ2TERXxnQ65mFzYg,"422Q+PHF, Jl. Jendral Sudirman, Baloi Permai, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","police,point_of_interest,establishment",6,4.0,1.1018144,104.0389328,"1.1018144,104.0389328"
207,Pospol EL.TG,ChIJC3Po5CeQ2TERp-m9J6gN3i8,"Kavling Sei Pancur, Jl. S. Parman E No.2, Tj. Piayu, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29444, Indonesia","police,point_of_interest,establishment",0,0.0,1.0262655,104.0657949,"1.0262655,104.0657949"
208,Pos Polisi Lalu Lintas Kampung Utama,ChIJB5NXU4GJ2TERm74Yi9MW6T8,"Jl. Imam Bonjol No.23, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","police,point_of_interest,establishment",5,3.8,1.1439512,104.0125537,"1.1439512,104.0125537"
209,Pos Polisi Lalu Lintas,ChIJBTRuInyL2TERVcS1OHxiXNM,"4X43+MX4 STC Mall, Jl. Mesjid Baiturrahman, Sungai Harapan, Kec. Sekupang, Kota Batam, Kepulauan Riau 29425, Indonesia","police,point_of_interest,establishment",1,4.0,1.1066122,103.954889,"1.1066122,103.954889"
210,Polsek Belakang Padang,ChIJ9cPYeT712TERcl0zv9iNIQs,"Jl. Telaga Pnggur No.2, Sekanak Raya, Belakang Padang, Batam City, Riau Islands, Indonesia","police,point_of_interest,establishment",20,4.1,1.1544096,103.8923376,"1.1544096,103.8923376"
211,Pos polisi windsor lubuk baja,ChIJS_v-DIGJ2TER5S-NPPTMALk,"42R6+GPM, Jl. Pembangunan, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","police,point_of_interest,establishment",2,5.0,1.1413333,104.011778,"1.1413333,104.011778"
212,Polresta Barelang,ChIJMeXLTs2O2TERfgppmXwFDhA,"Jl. Sudirman No.4, Sukajadi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","police,point_of_interest,local_government_office,establishment",145,3.9,1.1181826,104.0202845,"1.1181826,104.0202845"
213,Police hostel Baloi Batam,ChIJNXu21FyJ2TERIgudY21a-60,"Jl. Sudirman No.77, Sukajadi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","point_of_interest,local_government_office,establishment",13,4.3,1.1175963,104.0187383,"1.1175963,104.0187383"
214,Kantor Polisi Nongsa,ChIJZ4S_jG8p2jERVIAYn3B556c,"54M6+WRG, Sambau, Nongsa, Batam City, Riau Islands, Indonesia","police,point_of_interest,local_government_office,establishment",0,0.0,1.1848039,104.112046,"1.1848039,104.112046"
215,Polisi,ChIJsTGUqKaJ2TERnYKSRdq9lyc,"Sadai, Bengkong, Batam City, Riau Islands, Indonesia","point_of_interest,establishment",0,0.0,1.1431117,104.0368921,"1.1431117,104.0368921"
216,Polsek Bengkong,ChIJhzfzxMSJ2TERujJW1I2-SqY,"528Q+88F, Bengkong Laut, Bengkong, Batam City, Riau Islands 29444, Indonesia","police,point_of_interest,establishment",15,4.6,1.1658171,104.0382833,"1.1658171,104.0382833"
217,Kontor Polisi Lalu Lintas Polres Barelang,ChIJs2TwOGaN2TERgMrFiRJzLuk,"3X57+5F, Bukit Tempayan, Batu Aji, Batam City, Riau Islands 29425, Indonesia","point_of_interest,establishment",0,0.0,1.0579546,103.9636429,"1.0579546,103.9636429"
218,Simpang Jam Traffic Police Station,ChIJ-fDJGFGJ2TERSjWDs_u3yrI,"42F9+MGV, Jl. Sudirman, Sungai Panas, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","police,point_of_interest,establishment",12,4.3,1.1242387,104.0187996,"1.1242387,104.0187996"
219,Polsek Sagulung,ChIJVVVVVWWN2TERawn3hbTb66o,"Lekop River, Sagulung, Batam City, Riau Islands 29425, Indonesia","police,point_of_interest,establishment",34,4.0,1.0365458,103.9757275,"1.0365458,103.9757275"
220,Pos Polisi Pamong Kota Batam,ChIJ6y0t-nyJ2TERsH5xyISbkK4,"43H3+G6C, Teluk Tering, Batam Kota, Batam City, Riau Islands, Indonesia","police,point_of_interest,establishment",1,3.0,1.1288171,104.0530046,"1.1288171,104.0530046"
221,Polsek Nongsa,ChIJI-btrXSF2TERzwId2kxWiVs,"Jln. Kavling Senjulung No. 2 Kel. Kec., Jl. Nuri No.25, RT.003/RW.010, Kabil, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29467, Indonesia","point_of_interest,local_government_office,establishment",16,4.5,1.0596293,104.1231526,"1.0596293,104.1231526"
222,Polsek Bandara,ChIJOYStYj6G2TER03wN3mWIeOY,"Hang Nadim Airport, Jl. Hang Nadim No.01, Batu Besar, Batam Kota, Batam City, Riau Islands 29466, Indonesia","police,point_of_interest,establishment",7,4.3,1.1232702,104.1152072,"1.1232702,104.1152072"
223,Baloi Centre Traffic Police Station,ChIJ2QLEuIyL2TERyIOzZIrkVEM,"42J4+VPP, Batu Selicin, Lubuk Baja, Batam City, Riau Islands, Indonesia","police,point_of_interest,establishment",1,4.0,1.1322178,104.0068167,"1.1322178,104.0068167"
224,Riau Islands Police,ChIJy4T0H7yH2TERqCIeZ0J9se0,"Jl. Hang Jebat No.81, Batu Besar, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29122, Indonesia","police,point_of_interest,establishment",57,4.5,1.1620995,104.1203231,"1.1620995,104.1203231"
225,Pos Polisi Simpang Kara,ChIJxYWgQTKJ2TERCVspPhHFNcc,"426R+8JV, Taman Baloi, Batam Kota, Batam City, Riau Islands 29444, Indonesia","police,point_of_interest,establishment",5,4.4,1.1108623,104.0415445,"1.1108623,104.0415445"
226,Pos Polisi Bengkong Palapa,ChIJ0aXjmOqJ2TERqpWukBlW5ek,"525H+FX4, Tanjung Buntung, Bengkong, Batam City, Riau Islands, Indonesia","police,point_of_interest,establishment",3,4.3,1.1586199,104.0299669,"1.1586199,104.0299669"
227,Nagoya Traffic Police Station,ChIJxd1vAeCJ2TERHoaQuCqWWn0,"42X5+FW2, Lubuk Baja Kota, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia","police,point_of_interest,establishment",0,0.0,1.1486314,104.0097517,"1.1486314,104.0097517"
228,Polsek Galang,ChIJ0Qa8w6Wj2TERyF7w03iC3CU,"R5FJ+J67, Sembulang, Galang, Batam City, Riau Islands 29481, Indonesia","police,point_of_interest,establishment",1,5.0,0.8240168,104.1805651,"0.8240168,104.1805651"
229,Mako Satpol PP KOTA BATAM,ChIJGfgtnRSN2TER1oZfK5RD4Yw,"No. 01, Jl. Brigjen Katamso, Sagulung Kota, Kec. Sagulung, Kota Batam, Kepulauan Riau 29425, Indonesia","point_of_interest,establishment",34,4.8,1.047413,103.942956,"1.047413,103.942956"
230,McDonald’s Traffic Police Station,ChIJ1W8JRn-L2TERB6lIwhUYE58,"5224+5PW, Jodoh River, Batu Ampar, Batam City, Riau Islands 29444, Indonesia","police,point_of_interest,establishment",2,2.5,1.1504777,104.0068256,"1.1504777,104.0068256"
231,Simpang Harmoni One,ChIJ83buqTCJ2TERNajF8nP3nMU,"Jl. Raja M Tahir No.1, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","police,point_of_interest,establishment",0,0.0,1.1318638,104.0486699,"1.1318638,104.0486699"
232,POS BATAM CENTER,ChIJPW-2Lv2I2TERjrvcvhw1o6Q,"Jl. Engku Putri No.1, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau, Indonesia","police,point_of_interest,establishment",0,0.0,1.129608,104.0561896,"1.129608,104.0561896"
233,Polsek Sei beduk,ChIJFQAAABCP2TERb99P6gK5ZkQ,"Jl. Raya Kp. Bagan, Tj. Piayu, Kec. Sei Beduk, Kota Batam, Kepulauan Riau 29433, Indonesia","police,point_of_interest,establishment",18,4.1,1.0398136,104.0837701,"1.0398136,104.0837701"
234,bengkong polisi,ChIJHQsCxiOJ2TERhBLrvQmxNBI,"Jl. Ranai No.36, RT.003/RW.011, Tj. Buntung, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444, Indonesia","point_of_interest,establishment",0,0.0,1.1615164,104.0194213,"1.1615164,104.0194213"
235,Bensat Bidpropam Polda Kepri,ChIJc_oahOyH2TERQqZ3UDjaBSk,"546C+P8X, Jl. Hang Jebat, Batu Besar, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29465, Indonesia","police,point_of_interest,establishment",8,3.1,1.1618298,104.1209049,"1.1618298,104.1209049"
236,Detasemen Polisi Militer I/6 Batam,ChIJrah1h0SJ2TERt4C9ojnxCP4,"428C+2M3, Sukajadi, Batam Kota, Batam City, Riau Islands 29444, Indonesia","point_of_interest,establishment",10,4.8,1.1150199,104.021668,"1.1150199,104.021668"
237,SATBRIMOB POLDA KEPRI,ChIJizgE0P6N2TERBQ8lhQYo2h8,"Mako Satbrimob Polda Kepri, Tembesi, Kec. Sagulung, Kota Batam, Kepulauan Riau 29472, Indonesia","police,point_of_interest,establishment",9,4.8,1.0300452,104.0021282,"1.0300452,104.0021282"
238,Simpang Rosdale Police Traffic Station,ChIJZ8zGzo2J2TERIgkpdBky1jI,"42GJ+PM9, Panas River, Batam Kota, Batam City, Riau Islands 29444, Indonesia","police,point_of_interest,establishment",0,0.0,1.1268218,104.0317373,"1.1268218,104.0317373"
239,Mako Satbrimob Polda Kepri,ChIJNSLWwfuN2TERPeoGuB8IhgY,"22J2+8G2, Jl. Trans Barelang, Tembesi, Kec. Sagulung, Kota Batam, Kepulauan Riau 29472, Indonesia","police,point_of_interest,establishment",19,4.4,1.0307502,104.0012712,"1.0307502,104.0012712"
240,Police Polair sat Barelang,ChIJh951ERyK2TERaYjWQxGoMfc,"Jl. Lumba-Lumba No.1, Batu Merah, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29432, Indonesia","police,point_of_interest,establishment",17,4.6,1.162994,104.002343,"1.162994,104.002343"
241,ASPOL (Asrama Polisi) Polresta Barelang,ChIJi7asNkOJ2TERiAXLpVv9cIc,"Sukajadi, Batam Kota, Batam City, Riau Islands, Indonesia","point_of_interest,establishment",40,4.5,1.1159413,104.0192356,"1.1159413,104.0192356"
242,pos polisi,ChIJm3Yc_YaJ2TERfIW5n1kfgeI,"42W6+544, Jl. Imam Bonjol, Lubuk Baja Kota, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","point_of_interest,establishment",1,1.0,1.1454066,104.0103648,"1.1454066,104.0103648"
243,Pos Pelita,ChIJVVaLQ52J2TERv1H4Jmo2J_A,"Jl. Pelita VII No.8, Kp. Pelita, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","police,post_office,finance,point_of_interest,establishment",0,0.0,1.1397995,104.0196407,"1.1397995,104.0196407"
244,Pos Polisi,ChIJvfG1RQaJ2TER9jjOa9XePkw,"Sadai, Bengkong, Batam City, Riau Islands, Indonesia","point_of_interest,establishment",1,5.0,1.135614,104.0439648,"1.135614,104.0439648"
245,Aspol Baloi Polisi B 10,ChIJhXvNJNWJ2TERP_ZH2bRzSi0,"4289+VWC, Sukajadi, Batam Kota, Batam City, Riau Islands 29444, Indonesia","point_of_interest,establishment",0,0.0,1.117258,104.0197329,"1.117258,104.0197329"
246,Simpang 4 Bni Sungai Panas,ChIJa98fPROJ2TERTNeq8a6P0mA,"42GJ+GHH, Jl. Raja H. Fisabilillah, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","police,point_of_interest,establishment",2,5.0,1.1263238,104.0314689,"1.1263238,104.0314689"
247,Asrama Polisi Militer,ChIJK8x9zbuJ2TERmIAKK7x6_S0,"524G+JJM, Bengkong mahkota blok A, No, Bengkong Laut, Bengkong, Batam City, Riau Islands 29444, Indonesia","point_of_interest,establishment",0,0.0,1.1565803,104.0265621,"1.1565803,104.0265621"
248,Senkom Mitra Polri,ChIJI87fZI2J2TERqZeQWPzHRW0,"Komplek Sakura Permai, Jl. Yos Sudarso, Kp. Seraya, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29432, Indonesia","point_of_interest,establishment",0,0.0,1.1557057,104.0182796,"1.1557057,104.0182796"
249,polsek,ChIJS88dY7SL2TERFcjK1c5bmcI,"4XXX+6Q3, Tanjung Uma, Lubuk Baja, Batam City, Riau Islands, Indonesia","point_of_interest,establishment",1,5.0,1.148017,103.9994226,"1.148017,103.9994226"
250,Pos Satlantas,ChIJz3-nkHqJ2TERGyu1hsUUtM0,"42J9+96H, Panas River, Batam Kota, Batam City, Riau Islands 29444, Indonesia","police,point_of_interest,establishment",1,5.0,1.1309397,104.0181178,"1.1309397,104.0181178"
251,Mapolresta Barelang,ChIJbcmTpEqJ2TERc-pmwMisOpQ,"429C+F58, Sukajadi, Batam Kota, Batam City, Riau Islands 29444, Indonesia","police,point_of_interest,establishment",1,5.0,1.1186571,104.0204524,"1.1186571,104.0204524"
252,RS dan kantor polisi,ChIJs1QcVOul2TERUGMr_C4WgB4,"Q54P+7CW, Pantai Melur Barelang, Sijantung, Pulau Galang, Kota Batam, Kepulauan Riau 29485, Indonesia","lodging,point_of_interest,establishment",0,0.0,0.7557478,104.1860821,"0.7557478,104.1860821"
253,Cai Kiau,ChIJfSlqamCO2TERoqCiBDMZO0w,"JL Nagoya, Komplek Taman Nagoya Indah Bl VIII/4, Kabil, Batam, Kota Batam, Kepulauan Riau 29433, Indonesia","police,point_of_interest,establishment",0,0.0,1.0628572,104.0290803,"1.0628572,104.0290803"
254,Bakso simpang bengkong polisi,ChIJ5ea0ZtqJ2TERZlO0nqGx2ok,"Jl. Yos Sudarso No.20, Bengkong Laut, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444, Indonesia","restaurant,food,point_of_interest,establishment",36,4.5,1.1594674,104.0194625,"1.1594674,104.0194625"
295,Kepolisian Resor Metro Jakarta Pusat,ChIJC_kePkb0aS4R5PXomjoMiSM,"Blok 1, Jl. Garuda No.2, RW.4, Gn. Sahari Sel., Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10620, Indonesia","police,point_of_interest,establishment",224,3.9,-6.1606429,106.8503381,"-6.1606429,106.8503381"
296,Pol subsektor Metro Sarinah,ChIJlYiAsjD0aS4RYQfwCqOJrfU,"Jl. M.H. Thamrin No.11, RT.3/RW.9, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 17131, Indonesia","police,point_of_interest,establishment",4,2.3,-6.188227599999999,106.8242498,"-6.1882276,106.8242498"
297,West Jakarta Metro Police,ChIJe73cQpT2aS4RONryvJmWKM8,"Jl. Letjen S. Parman No.31, RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","police,point_of_interest,establishment",277,3.9,-6.159271100000001,106.7683078,"-6.1592711,106.7683078"
298,Polres Metro Jakarta Polsek Senen,ChIJESHbXrP1aS4R9qvhYCCYGd8,"Bungur, Senen, Central Jakarta City, Jakarta, Indonesia","police,point_of_interest,establishment",0,0.0,-6.1746509,106.847649,"-6.1746509,106.847649"
299,South Jakarta Metro Police,ChIJ4aOYEnHxaS4RpZ85KeNO0Wk,"Jl. Wijaya II No.42, RT.2/RW.1, Pulo, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia","police,point_of_interest,establishment",512,4.4,-6.2532916,106.7985266,"-6.2532916,106.7985266"
300,Polres Metro Jakarta Timur,ChIJsSkEf-T0aS4RolzxoQ8pFMI,"Jl. Matraman Raya No.224, RT.3/RW.6, Bali Mester, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13310, Indonesia","police,point_of_interest,establishment",310,4.2,-6.2144157,106.8630098,"-6.2144157,106.8630098"
301,Daftar Polsek Metro Dki Jakarta,ChIJW8qkzugdai4RTdHqVHAAJuU,"Jl. Muara Baru No.661, RT.5/RW.3, Pluit, Penjaringan, North Jakarta City, Jakarta 14440, Indonesia","police,point_of_interest,establishment",0,0.0,-6.120774399999999,106.8039539,"-6.1207744,106.8039539"
302,Polsek Metro Menteng,ChIJ1ZFDaj30aS4RqxKAycXiE6g,"Jl. Sutan Syahrir No.1, RT.7/RW.2, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia","police,point_of_interest,establishment",55,4.0,-6.1965999,106.8385346,"-6.1965999,106.8385346"
303,Polsek Metro Tanah Abang,ChIJBTYHxqD2aS4R70P1SNeUuHQ,"Jalan Penjernihan I No.8, RT.4/RW.7, Bendungan Hilir, Tanah Abang, RT.5, RT.4/RW.7, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210, Indonesia","police,point_of_interest,establishment",80,3.7,-6.2006571,106.8095444,"-6.2006571,106.8095444"
304,Polsek Setiabudi,ChIJqRTxnAT0aS4RsrlhjRTBicg,"Jl. Taman Setia Budi I No.1, RW.7, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910, Indonesia","police,point_of_interest,establishment",78,3.9,-6.2112148,106.8258753,"-6.2112148,106.8258753"
