,name,place_id,formatted_address,types,user_ratings_total,rating,lat,long,latlong
173,RSIA Mutiara Aini,ChIJaVZVVRWO2TERCM8F0vIuQH4,"22WJ+754, Kabil, Batu Aji, Batam City, Riau Islands, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.045625,104.030453,"1.045625,104.030453"
174,Bp Merah Delima,ChIJHZMAmw-L2TEREcfT04Dsco4,"4X6M+8RF, Jl. Tiban Lama, Tiban Lama, Kec. Sekupang, Kota Batam, Kepulauan Riau 29424, Indonesia","hospital,health,point_of_interest,establishment",1,4.0,1.1108163,103.9845418,"1.1108163,103.9845418"
175,klinik harapan kita puri lagenda,ChIJG-mwHdKI2TERLMN_VL3J3Rg,"Jl. Raja Isa, Baloi Permai, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29431, Indonesia","hospital,health,point_of_interest,establishment",43,2.0,1.1078509,104.0629831,"1.1078509,104.0629831"
176,Perwakilan KPJ Johor,ChIJD-a47AaL2TER8qLMcAMgezM,"4X38+H2V, Jl. Tiban Palem, Tiban Baru, Kec. Sekupang, Kota Batam, Kepulauan Riau 29424, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.1039846,103.9650365,"1.1039846,103.9650365"
177,Rumah Bersalin & Balai Pengobatan Klinik Mtra Buda Baloi Cstre,ChIJk_CIg8qL2TERR_qJIeNwb20,"RT. II RW. III Blok. D No. 9 Baloi Centre, Baloi Indah, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.1320127,104.0071299,"1.1320127,104.0071299"
178,Klinik Spesialis,ChIJvUKEXWaJ2TERhXqxLv_mnp8,"42F8+9JV, Baloi Indah, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia","hospital,health,point_of_interest,establishment",3,5.0,1.1234997,104.016562,"1.1234997,104.016562"
179,Kasa Medical Centre,ChIJxVhgT7uJ2TERizsEWKAEsp8,"JL. Raja Ali Haji, Komplek Jodoh Trade Centre B/6, Sadai, Kec. Bengkong, Kota Batam, Kepulauan Riau 29444, Indonesia","hospital,health,point_of_interest,establishment",1,3.0,1.1485535,104.0372012,"1.1485535,104.0372012"
180,Klinik Utama RISIO,ChIJy3p3eoaP2TERvCMpFNUEt6Y,"Ruko KDA Junction Blok E no 7 - 9, Kota Batam, Kepulauan Riau 29464, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.1026897,104.0762328,"1.1026897,104.0762328"
181,KLINIK PRATAMA RUMKITBAN 01.08.03 BATAM,ChIJ5cosrVWJ2TERQiai8-eOWQU,"524G+V7C, Bengkong Laut, Bengkong, Batam City, Riau Islands 29444, Indonesia","hospital,health,point_of_interest,establishment",29,4.4,1.1571839,104.0256278,"1.1571839,104.0256278"
182,.,ChIJXff1vsiO2TERctlvfmkNXQE,"Sukajadi, Batam Kota, Batam City, Riau Islands 29433, Indonesia","hospital,health,point_of_interest,establishment",69,4.3,1.0930695,104.0346227,"1.0930695,104.0346227"
183,Poliklinik Spesialis THT,ChIJrc8HTTuL2TEROScWMegqZpM,"4WHJ+W8M, Tanjung Pinggir, Sekupang, Batam City, Riau Islands, Indonesia","hospital,health,point_of_interest,establishment",2,4.0,1.1298395,103.9308063,"1.1298395,103.9308063"
184,klinik bersalin BIDAN SRI,ChIJIaOicnWJ2TERSVfivZgNIes,"claster hang kesturi, Baloi Permai, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.1083614,104.0578603,"1.1083614,104.0578603"
185,Poliklinik Urologi,ChIJe-nJVnqJ2TERAC3KmOwxIKU,"Jl. Bunga Raya No.1, Baloi Indah, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","hospital,health,point_of_interest,establishment",1,4.0,1.1320306,104.0163495,"1.1320306,104.0163495"
186,KSI,ChIJG1eaoY-J2TERZBimpPkNPTQ,"42FM+R8J, Unnamed Road, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.124589,104.033264,"1.124589,104.033264"
187,Maternity Home Ananda,ChIJpZtRcqWI2TERiKjrcPxQee4,"JL Abulyatama Batam Centre Komplek City Garden Blok B No. 9, Belian, Batam Kota, Batam City, Riau Islands 29433, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.1115763,104.0911658,"1.1115763,104.0911658"
188,Poliklinik Spesialis Jantung dan Pembuluh Darah,ChIJSen_U3qJ2TERxi0agT0Z9lY,"Jl. Bunga Raya No.1, Baloi Indah, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.1320306,104.0163495,"1.1320306,104.0163495"
189,Klinik Mitra Bunda,ChIJqSPuk8WJ2TERVGhDpQxa0xI,"Jl. Teratai, Baloi Indah, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau, Indonesia","hospital,health,point_of_interest,establishment",28,4.8,1.1321082,104.0046068,"1.1321082,104.0046068"
190,Klinik Utama Saffira Sentra Medika,ChIJWWeX3rSN2TERpavrkA-xgbE,"Buana centra park, Kibing, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29424, Indonesia","pharmacy,hospital,store,health,point_of_interest,establishment",28,4.9,1.0507075,104.0044703,"1.0507075,104.0044703"
191,Gedung Bersalin,ChIJHy3XoZaF2TERCZMeKo43-0o,"294667Batam, Kabil, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29467, Indonesia","hospital,health,point_of_interest,establishment",2,3.5,1.0775826,104.1189708,"1.0775826,104.1189708"
192,KPJ Appointment,ChIJ0eZX0H6J2TER4BDh7PDt_1U,"5285+RW8, Jl. Tenggiri, Batu Merah, Kec. Batu Ampar, Kota Batam, Kepulauan Riau 29444, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.1670378,104.0098277,"1.1670378,104.0098277"
193,"Praktek Mandiri dr. Sarita Miguna, Sp.A",ChIJX9coJVuJ2TERE7L2zfyV6TM,"Komplek Ruko The Summer, Jl. Raja Isa No.5, Tlk. Tering, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29461, Indonesia","hospital,health,point_of_interest,establishment",1,5.0,1.1220789,104.0571906,"1.1220789,104.0571906"
194,RSB KASIH SAYANG IBU,ChIJL5EfgnaJ2TERPaoq2TwRmrs,"Komp. Ruko Palm Spring, Jl. Raja H. Fisabilillah, Taman Baloi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.1256538,104.0308572,"1.1256538,104.0308572"
195,Bunda Maternity Hospital,ChIJMwjA6kqJ2TER5X3mn4YqO4M,"Ruko Famiy Dream, JL Jenderal Sudirman, Blok AE No. 10, Sukajadi, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.102685,104.028915,"1.102685,104.028915"
196,Rehabhatipunggurkepri,ChIJZyvrJC6F2TERXvdiJgQtfLo,"kampung panau punggur, kecamatan Nongsa kelurahan kabil no. 03, 085278315545, Kecamatan Nongsa, Kota Batam, Kepulauan Riau 29467, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.0883495,104.1330297,"1.0883495,104.1330297"
197,Pondok Bersalin Desa Teluk Mata Ikan,ChIJkwrs4f0p2jERYNNkGIOyD_8,"54P6+XV4, Sambau, Nongsa, Batam City, Riau Islands, Indonesia","hospital,health,point_of_interest,establishment",1,5.0,1.1873878,104.1122039,"1.1873878,104.1122039"
198,Klinik dan Apotek Fels Medika,ChIJ-W_DAtmJ2TERmnV7fdw1HHc,"Ruko Mega Legenda 2 Blok B1 No. 03, Kota Batam, Kepulauan Riau 29431, Indonesia","hospital,health,point_of_interest,establishment",8,5.0,1.1021523,104.0612116,"1.1021523,104.0612116"
199,Poliklinik Spesialis Bedah,ChIJdZI-TTuL2TER5TE5-ISkzsc,"4WHJ+W8M, Tanjung Pinggir, Sekupang, Batam City, Riau Islands, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.1298393,103.9308053,"1.1298393,103.9308053"
200,Klinik Permata Hati,ChIJn43ra0uJ2TERrElfTNetv5E,"42M8+478, Lubuk Baja Kota, Lubuk Baja, Batam City, Riau Islands 29444, Indonesia","hospital,health,point_of_interest,establishment",8,4.1,1.132785,104.0156973,"1.132785,104.0156973"
201,Rosa Anugrah Utama,ChIJ7ftnR-uJ2TERER25OV1LBS0,"Bengkong Shopping Centre, Blok D, No. 4, Batam, Bengkong Laut, Bengkong, Batam City, Riau Islands 29444, Indonesia","hospital,health,point_of_interest,establishment",2,3.0,1.158155,104.026056,"1.158155,104.026056"
202,Klinik Batam Sehat,ChIJwZGqCqOI2TERRPyUjId1ZxA,"438R+GHF, Belian, Batam Kota, Batam City, Riau Islands 29433, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.1163223,104.0914165,"1.1163223,104.0914165"
203,Berobat ke Malaysia,ChIJHZ-hFGKL2TER6CPh8MjNz0c,"5243+C6Q, Jl. Komp. Orchid Mas, Sungai Jodoh, Kec. Batu Ampar, Kota Batam, Kepulauan Riau, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,1.1560805,104.0031013,"1.1560805,104.0031013"
204,Jakarta Hospital,ChIJKcinQFXxaS4RFUdJXOSVpLk,"Jl. Jend. Sudirman No.Kav 49, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia","hospital,doctor,health,point_of_interest,establishment",743,4.0,-6.2182371,106.8161788,"-6.2182371,106.8161788"
205,Tarakan Regional General Hospital,ChIJj4e7i3v2aS4RrelAlH_dyI8,"Jl. Kyai Caringin No.7, RT.11/RW.4, Cideng, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150, Indonesia","hospital,health,point_of_interest,establishment",1950,3.9,-6.1718315,106.8103201,"-6.1718315,106.8103201"
206,Puri Medika Hospital,ChIJ3c0LpuAfai4Rwj4l2Woh9Dw,"Jl. Sungai Bambu No.5, RT.5/RW.9, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330, Indonesia","hospital,doctor,health,point_of_interest,establishment",541,3.5,-6.1289453,106.8902219,"-6.1289453,106.8902219"
207,RS. KHUSUS BEDAH HALIMUN (IGD 24 JAM),ChIJU5yRJQ70aS4R-ySxot8VIcc,"Jl. Halimun Raya No.9, RT.8/RW.2, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia","hospital,doctor,health,point_of_interest,establishment",67,4.6,-6.2063092,106.8339052,"-6.2063092,106.8339052"
208,RS Kramat 128,ChIJdwpdY0j0aS4RCYEnOei23J0,"Jl. Kramat Raya No.128, RT.1/RW.8, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430, Indonesia","hospital,health,point_of_interest,establishment",277,3.9,-6.1855402,106.8440879,"-6.1855402,106.8440879"
209,Radjak Hospital Salemba,ChIJc8ke30L0aS4Rn_sEBkQeyhY,"Jl. Salemba Tengah No.24-28, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440, Indonesia","hospital,health,point_of_interest,establishment",1613,4.2,-6.1936839,106.8520944,"-6.1936839,106.8520944"
210,Abdi Waluyo Hospital,ChIJv170zST0aS4RFrrR6kjFJ5k,"Jl. HOS. Cokroaminoto No.31-33, RT.1/RW.3, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia","hospital,doctor,health,point_of_interest,establishment",1182,4.4,-6.1898084,106.8292816,"-6.1898084,106.8292816"
211,St. Carolus Hospital,ChIJUXRwJGj0aS4RheHK-ifoIKg,"Jl. Salemba Raya No.41, RT.3/RW.5, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440, Indonesia","hospital,dentist,health,point_of_interest,establishment",1153,3.9,-6.1955107,106.8513711,"-6.1955107,106.8513711"
212,RS Cikini,ChIJXc-qsUD0aS4RbMAHTJ3Bpjw,"Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia","hospital,health,point_of_interest,establishment",19,3.8,-6.1914813,106.842062,"-6.1914813,106.842062"
213,Bunda Hospital Jakarta,ChIJz8Otij70aS4RDIgTUzBVt1k,"Jl. Teuku Cik Ditiro No.21, RT.9/RW.2, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia","hospital,health,point_of_interest,establishment",338,3.6,-6.1959424,106.8369665,"-6.1959424,106.8369665"
214,Patria Hospital IKKT,ChIJHac6o-r2aS4ROAwWAwjB0O8,"Komplek Kemhan TNI Slipi, Kel, Jl. Cendrawasih No.1, RT.5/RW.2, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480, Indonesia","hospital,health,point_of_interest,establishment",337,3.1,-6.197076699999999,106.7926812,"-6.1970767,106.7926812"
215,Tria Dipa Hospital,ChIJbatNN7bzaS4RfVTeN5WgAA4,"Jl. Raya Pasar Minggu No.3A, RT.4/RW.1, Pancoran, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780, Indonesia","hospital,health,point_of_interest,establishment",302,3.3,-6.2508174,106.8418891,"-6.2508174,106.8418891"
216,RSUP Persahabatan,ChIJy0pyGJf0aS4RAHLjCH8B1uc,"Jl. Persahabatan Raya No.1, RT.16/RW.13, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13230, Indonesia","hospital,doctor,health,point_of_interest,establishment",1282,3.1,-6.2026942,106.8851868,"-6.2026942,106.8851868"
217,RS Khusus Bedah Rawamangun,ChIJO6d45JT0aS4R-QVHxDUUUeI,"Jl. Balai Pustaka No.29 - 31, RT.6/RW.15, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia","hospital,health,point_of_interest,establishment",190,3.4,-6.1963893,106.8855167,"-6.1963893,106.8855167"
218,Rumah Sehat Untuk Jakarta RSUD Kebayoran Baru,ChIJgzwdFJnxaS4R1SWntNhIF1k,"Jl. Abdul Majid Raya No.28, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150, Indonesia","hospital,doctor,health,point_of_interest,establishment",430,4.1,-6.2655199,106.7986675,"-6.2655199,106.7986675"
219,Medistra Hospital,ChIJ4zXhycPzaS4RK9V7xBws5Rs,"Jl. Gatot Subroto No.59, RT.1/RW.4, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia","hospital,doctor,health,point_of_interest,establishment",830,4.0,-6.2397217,106.8338307,"-6.2397217,106.8338307"
220,"Tebet Regional Public Hospital, South Jakarta",ChIJBwh0-ZPzaS4RZklxwl4HmGY,"Jl. Prof. DR. Soepomo SH No.54, RT.13/RW.2, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810, Indonesia","hospital,doctor,health,point_of_interest,establishment",544,3.6,-6.2316972,106.8466389,"-6.2316972,106.8466389"
221,RSUD Sawah Besar,ChIJ4Wv99eX1aS4RtM5Cd-5AYD0,"Jl. Dwiwarna Raya No.6-8, RT.15/RW.9, Karang Anyar, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10740, Indonesia","hospital,health,point_of_interest,establishment",218,3.6,-6.148940199999999,106.8298665,"-6.1489402,106.8298665"
222,Jakarta Islamic Hospital,ChIJK4EdVwH1aS4Rz1YAnN1gOA0,"Jl. Cemp. Putih Tengah I Jl. Cempaka Putih Tengah XXX No.1, RT.11/RW.5, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510, Indonesia","hospital,health,point_of_interest,establishment",1150,4.0,-6.1706772,106.8708824,"-6.1706772,106.8708824"
223,Columbia Asia Hospital Pulomas,ChIJCfObQCD1aS4RzpAZ6ShUrYA,"Jl. Kayu Putih Raya No.1, RW.16, Kayu Putih, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13210, Indonesia","hospital,health,point_of_interest,establishment",1477,4.3,-6.1821006,106.8912829,"-6.1821006,106.8912829"
224,Royal Taruma Hospital,ChIJy3ic4UT2aS4RhvAwLfCCuY8,"Jl. Daan Mogot No.34, RW.1, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia","hospital,doctor,point_of_interest,health,establishment",839,3.7,-6.1664004,106.7855103,"-6.1664004,106.7855103"
225,Rumah Sakit Ibu dan Anak Al-Fauzan,ChIJHeD_a37taS4RJnrgVG4Es8w,"Jl. Pedati No.3, RT.5/RW.7, Kp. Tengah, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13540, Indonesia","hospital,point_of_interest,health,establishment",71,4.1,-6.2997804,106.8693534,"-6.2997804,106.8693534"
226,Budi Kemuliaan Hospital,ChIJjTfw6Rn1aS4RaUywvPLbdq0,"Jl. Budi Kemuliaan No.25, RT.2/RW.3, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110, Indonesia","hospital,point_of_interest,health,establishment",612,4.2,-6.1806975,106.8182917,"-6.1806975,106.8182917"
227,Rumah Sakit Gandaria,ChIJTfNuiBPxaS4RjITwwJ1SEAk,"Jl. Gandaria Tengah II No.6, RW.1, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130, Indonesia","hospital,point_of_interest,health,establishment",205,3.4,-6.244013100000001,106.790662,"-6.2440131,106.790662"
228,Rs Johar baru tanah tinggi Jakarta pusat,ChIJd9GSzQ_1aS4RiJXrdpWH9mo,"Jl. Tanah Tinggi XII No.15, RT.5/RW.9, Tanah Tinggi, Johar Baru, Central Jakarta City, Jakarta 10540, Indonesia","hospital,point_of_interest,health,establishment",4,2.5,-6.181593899999999,106.8512996,"-6.1815939,106.8512996"
229,Murni Teguh Sudirman Jakarta Hospital,ChIJVw7R9QL0aS4R_szQgffxhnc,"Kawasan Sahid City, Jl. Jenderal Sudirman No.86, RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia","hospital,point_of_interest,health,establishment",215,4.0,-6.2095398,106.8194704,"-6.2095398,106.8194704"
230,Dr. Mintohardjo Naval Hospital,ChIJFVFBM6n2aS4RszwE2G1zn2E,"4, Jl. Bendungan Hilir No.17, RT.4/RW.3, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210, Indonesia","hospital,point_of_interest,health,establishment",525,3.6,-6.21092,106.81201,"-6.21092,106.81201"
231,Rumah Sakit YPK Mandiri,ChIJubzVniT0aS4RoMsPZVv3raI,"22, Jl. Gereja Theresia No.22, RT.7/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia","hospital,point_of_interest,health,establishment",341,4.2,-6.191368700000001,106.827903,"-6.1913687,106.827903"
232,RSUD Cempaka Putih,ChIJzzoqCvr0aS4RxmiOb4s9ffc,"Jl. Rawasari Sel. No.1, RT.16/RW.2, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10510, Indonesia","hospital,doctor,point_of_interest,health,establishment",327,3.6,-6.1847813,106.8724572,"-6.1847813,106.8724572"
233,MMC Hospital,ChIJsdC_blXxaS4Rc1KlN69LkPU,"Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.C-21, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia","hospital,point_of_interest,health,establishment",438,4.1,-6.219863699999999,106.8323987,"-6.2198637,106.8323987"
234,RSUD Tanah Abang,ChIJSalmNJz2aS4RY9HMtNuWW08,"Jl. K.H. Mas Mansyur No.30, RT.5/RW.7, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240, Indonesia","hospital,point_of_interest,health,establishment",247,4.3,-6.190887,106.814577,"-6.190887,106.814577"
235,Mother and Child Hospital Budhi Jaya,ChIJSRn4UorzaS4REgUUFivmf84,"Jl. Dr. Saharjo No.120, RT.1/RW.8, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960, Indonesia","hospital,point_of_interest,health,establishment",144,3.9,-6.218895900000001,106.8450804,"-6.2188959,106.8450804"
236,Rumah Sakit Anggrek Mas,ChIJAQeo73v3aS4Rll58W742WwE,"Jl. Anggrek No.2B, RT.9/RW.2, Klp. Dua, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11550, Indonesia","hospital,point_of_interest,health,establishment",459,4.1,-6.2030719,106.7726612,"-6.2030719,106.7726612"
237,RUMAH SAKIT TEBET,ChIJ2z2Ax6vzaS4RqdRGpmz9LIU,"MT Haryono St No.Kav.13, West Tebet, Tebet, South Jakarta City, Jakarta 12810, Indonesia","dentist,hospital,point_of_interest,health,establishment",1717,4.7,-6.242804899999999,106.8501878,"-6.2428049,106.8501878"
238,Rumah Sakit Agung,ChIJsTXefXH0aS4RAO9LnfuVHvQ,"Jl. Sultan Agung No.67, RT.1/RW.8, Ps. Manggis, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12970, Indonesia","hospital,point_of_interest,health,establishment",490,3.1,-6.209101899999999,106.8464209,"-6.2091019,106.8464209"
239,Pasar Rebo Regional General Hospital,ChIJUx0VJILtaS4RDHY8DuB2dpQ,"Jl. TB Simatupang No.30, RT.9/RW.2, Gedong, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13760, Indonesia","hospital,point_of_interest,health,establishment",2428,4.2,-6.3035748,106.8620939,"-6.3035748,106.8620939"
240,Primaya Evasari Hospital,ChIJKQlvZV70aS4Rq198Z8HqnRc,"Jl. Rawamangun No.47, RW.3, Rawasari, Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570, Indonesia","hospital,point_of_interest,health,establishment",685,4.2,-6.1935465,106.8597841,"-6.1935465,106.8597841"
241,Mediros Hospital,ChIJdSzw0dD0aS4RCRcjYrQEH_o,"Jl. Perintis Kemerdekaan Kav. 149 Pulo Gadung RT.1, RT.1/RW.1, Pulo Gadung, East Jakarta City, Jakarta 13260, Indonesia","hospital,point_of_interest,health,establishment",85,3.6,-6.1798543,106.9037935,"-6.1798543,106.9037935"
242,RS Premier Jatinegara,ChIJ5886Uv3zaS4RhR8qb6JOKYQ,"Jl. Jatinegara Timur No.85-87, RW.2, Bali Mester, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13310, Indonesia","hospital,point_of_interest,health,establishment",587,3.5,-6.2216352,106.868675,"-6.2216352,106.868675"
243,Menteng Mitra Afia Hospital,ChIJAc0D6Dn0aS4Ra2cOj7cEx_o,"Jl. Kali Pasir No.9, RT.14/RW.10, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340, Indonesia","hospital,physiotherapist,doctor,point_of_interest,health,establishment",305,3.8,-6.1868957,106.8383149,"-6.1868957,106.8383149"
244,ESMR Room Sahid Sahirman Memorial Hospital,ChIJFfjV9QL0aS4R7N1BIO2r0WA,"Jalan Jenderal Sudirman No.Kav.86, RT.10/RW.11, Karet Tengsin, Tanah Abang, RT.10/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-6.2096306,106.8197254,"-6.2096306,106.8197254"
245,RSCM Building A,ChIJo_7e40H0aS4RIbAYxss0yR8,"Gedung A, Jl. Pangeran Diponegoro No.71, RW.5, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430, Indonesia","hospital,health,point_of_interest,establishment",309,3.6,-6.1961274,106.8465183,"-6.1961274,106.8465183"
246,RSUD Johar Baru,ChIJTfV4m070aS4RggjY0BNSUKU,"Jl. Tanah Tinggi XII No.15-23, RT.10/RW.9, Tanah Tinggi, Kec. Johar Baru, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10540, Indonesia","hospital,health,point_of_interest,establishment",332,3.8,-6.1818835,106.8504347,"-6.1818835,106.8504347"
247,CMU 2 Rumah Sakit Umum Pusat Nasional Dr. Cipto Mangunkusumo,ChIJE5Q7Gmr0aS4RNKOM2sEae-U,"Jl. Pangeran Diponegoro No.71, RW.5, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430, Indonesia","hospital,health,point_of_interest,establishment",3,5.0,-6.1970429,106.8466532,"-6.1970429,106.8466532"
248,RSUD Pasar Minggu,ChIJt8qmfhHyaS4RC5qlxCmCMrA,"Jl. TB Simatupang No.1, RW.5, Ragunan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550, Indonesia","hospital,health,point_of_interest,establishment",1520,4.0,-6.2937995,106.8200275,"-6.2937995,106.8200275"
249,Unit Radiologi RS Jakarta,ChIJGbLIIqHxaS4RCHXHtWrgnUQ,"Lt.1 Gedung RS Jakarta, Jl. Garnisun 1 Jl. Jenderal Sudirman, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia","hospital,health,point_of_interest,establishment",0,0.0,-6.218554600000001,106.8163011,"-6.2185546,106.8163011"
250,Budhi Asih Hospital,ChIJISSowarzaS4RoQNrDYOEHgU,"Jl. Dewi Sartika No.200, RT.1/RW.3, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640, Indonesia","hospital,health,point_of_interest,establishment",1143,3.6,-6.255885,106.8630997,"-6.255885,106.8630997"
251,Dharma Nugraha Hospital,ChIJOdLLQ5X0aS4R9eYLHztqyoY,"Jl. Balai Pustaka Baru No.19, RT.7/RW.7, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia","hospital,health,point_of_interest,establishment",133,3.8,-6.1962363,106.8863043,"-6.1962363,106.8863043"
252,Kemang Medical Care Hospital,ChIJ4SZPjh3yaS4RqGN-RwNMLr4,"Jl. Ampera Raya No.34, Ragunan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540, Indonesia","hospital,health,point_of_interest,establishment",322,3.9,-6.286162099999999,106.8192103,"-6.2861621,106.8192103"
253,Rumah Sakit Jakarta Medical Center (JMC),ChIJrwvQchnyaS4RelwtOrbP0Fw,"Jl. Buncit Raya No.15, RT.1/RW.9, Kalibata, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12740, Indonesia","doctor,hospital,health,point_of_interest,establishment",810,4.2,-6.271399499999999,106.8302645,"-6.2713995,106.8302645"
