,place_id,place_name,reviewer_name,reviewer_rating,reviewer_review
300,ChIJj2YYRMBc0i0R4VItC_wL_Hw,"Bejana, Indonesian Restaurant at The Ritz-Carlton, Bali",Edison Wang,4,"Staffs are very friendly, attentive and helpful.
We seldom have Indonesian food, but its great to try some.
Thanks the staffs also be informed that it's our anniversary and giving us little surprise: )"
301,ChIJySXvVVc90i0RdOkVA_NwHEo,CasCades Restaurant,CK OnePlus,5,"Service staff is outstanding and so is the food. Delicious, tasty, and flavorful. Healthy (almost too healthy haha) portions; you will always leave full and satisfied. Stayed at the hotel for a week and breakfast, lunch, and dinner were always terrific. Enough variety that was able to try a new dish at every meal. Fresh juices and excellent drinks as well."
302,ChIJySXvVVc90i0RdOkVA_NwHEo,CasCades Restaurant,Belén Iglesias,5,"I am from Argentina and I was looking for a place in Bali to celebrate my honeymoon and my birthday. We chose the 5 ""Course Romantic Candlelight Dinner"" We were welcomed with a special and private table, with a lovely decoration and all the staff made us feel very comfortable all night long. The dinner with a variety of food options was amazing! I really recommend it as an unforgettable culinary experience!"
303,ChIJySXvVVc90i0RdOkVA_NwHEo,CasCades Restaurant,Asaad Albaloshi,5,"The attentiveness of the staff serving you can be immediately noticed. Their friendliness is the island high standard, as expected.

If it’s not too sunny, go for the tables at the periphery for meals with a view. I’ve found 7am for breakfast to be unrivaled and very picturesque (instagramable for the Millennials and Gen-Zs)."
304,ChIJySXvVVc90i0RdOkVA_NwHEo,CasCades Restaurant,David Chai,3,"Food quality is range from good (the grill fish, Pumpkin salad), average (tuna tartare, grill chicken), some is tasteless (eg paella is leak of seasoning-salt) and some are chewy (grill octopus).

Service is good for some of the staffs but bad for some (eg service food without explanation on what sauce they serving, trying to remove the plate when we yet finish our dish, water drip in to our food when pouring wine, serving our soup without spoon).

This really doesn’t match the price it charging, and really need improvement on both food and service area.

Overall
Food- 3.2/5
Service- 3/5
Environment- 3/5 (was not inform this is alfresco dinning)
Location- 4/5 (15 mins drive from Ubud Center)"
305,ChIJySXvVVc90i0RdOkVA_NwHEo,CasCades Restaurant,Masasina,5,"Romantic and special

We regularly go on the dates with my husband and choosing romantic or unique experiences. So this time we arrived to the candle-light dinner by the pool and the jungle valley view before sunset.

Fine-dining experience went beyond expectations, although i thought I’d like to come back here for brung and pool-time with my friends(the pool is not crowded like in most popular places in Ubud).

Service was amazing, knowledgeable about the dishes ingredients and good balance of talking and giving us a quite romantic time. Food and drinks suited both my European tongue and my Balinese husband preferences for local food. Grilled octopus and pan seared barramundi were delicious, highly recommended. I cannot drink alcohol now, so we had good-quality black tea there with chocolate fondant. Wine-list is quite extensive though.

Highly recommended for romantic dinners as well as for swimming pool time withought crows around you."
306,ChIJn_yYvYtE0i0R-ZZOyt4OBN0,Balique,Julia Recher,5,We had a great evening with great food! The plate for two was the perfekt choice for us so we were able to share. This way we had the chance to try more than just two different indonesian dishes 🍽️ everything tasted great🙏😊 The staff was very nice and attentive. We even got some dessert for free 🤗 Thank you very much for the great food!
307,ChIJn_yYvYtE0i0R-ZZOyt4OBN0,Balique,SJN,5,"Gorgeous decor, such a warm, inviting, comfortable space. The food was absolutely fantastic and so beautifully presented. The iced latte was perfect !! Two meals, one dessert, one fresh coconut, one iced latte - average cost $25-$30 aud"
308,ChIJn_yYvYtE0i0R-ZZOyt4OBN0,Balique,Arlie Martin,5,Amazing food! We got the sharing platter and it was awesome. My 1 year old son at some too and loved it. The staff was so kind and helpful! The interior is also so cute. Loved it!
309,ChIJn_yYvYtE0i0R-ZZOyt4OBN0,Balique,Mani,4,"Chic style design restaurant with nicely done interiors and has very good ambience. Both the dishes we tried were very tasty, especially the cheese burger which came with a juicy patty, perfectly grilled and came with the right set of condiments and a rustic toasted bun."
310,ChIJn_yYvYtE0i0R-ZZOyt4OBN0,Balique,PRANAV V NAIR,5,Very nice restaurant. Food and drinks are really top notch. Came here with my friends for dinner. Interior design and lightings are really good. Definitely recommend.
311,ChIJ_Q5n311A0i0R4yKG_eF9H3I,The Restaurant at The Legian Seminyak,Eran,3,"The restaurant offers a very pleasant experience at their terrace overlooking the sea. The staff and service is excellent. The food is good, but cannot compete with other fine dining experiences. Additionally the restaurant is expensive even when compared with establishments in Europe; two courses and a glas of wine for two persons was IDR 1.600K (EUR 107).

All in all the food and service is good. Taking the price and food into account it falls short of fine dining experiences elsewhere."
312,ChIJ_Q5n311A0i0R4yKG_eF9H3I,The Restaurant at The Legian Seminyak,Mani,5,"We have frequented this restaurant for years during our Bali trips and still has remained as one of our favourite restaurants for the cuisine, ambience, service and the views. Would recommend going for lunch as it offers sublime ocean views, generally quieter and the service is impeccable.

The dishes does take time to prepare as they make everything upon order and that has been ok for us to enjoy the ambience and the views from the restaurant and the dishes has always been special and well worth the wait. Cuisine wise it's nothing out of the norm or special, you find your regular Indonesian/western dishes but what makes it special is the care they put on the dish, displayed in preparation, ingredients and the quality of the dish. Nasi goreng I tried is one of my favourites and Bubur ayam was one of our other local delights.

Reasonably priced for a hotel restaurant and I find this as a great way to enjoy Legian service and ambience even on a dining visit.

Special mention to the impeccable service by the staff, very well trained and a great showcase of how they can stand apart in service standards."
313,ChIJ_Q5n311A0i0R4yKG_eF9H3I,The Restaurant at The Legian Seminyak,Adi Pebriawan,5,"Impeccable service, outstanding views, excellent food"
314,ChIJ_Q5n311A0i0R4yKG_eF9H3I,The Restaurant at The Legian Seminyak,Sam Davimes,5,"Amazing experience, probably the best meal I have ever had. I ordered the Evolve tasting menu and it was phenomenal. Everything was great, perfectly ordered menu and such fresh local produce. Very friendly staff who were very informative of what was on the plate in front of us. Will be back for sure next time I'm in Bali!"
315,ChIJ_Q5n311A0i0R4yKG_eF9H3I,The Restaurant at The Legian Seminyak,gaurav singh,5,"One of the best resort to stay in Bali...

With sea facing room and green lawn in front to the interiors of the room and hospitality - everything about this place is so awesome.

Breakfast have so much varities and very tasty.
All staffs are very cordial and entire management of guest's  comfort  is taken care of."
316,ChIJyTMoqWQWei4R1S23pHLQOeM,"RM MASAKAN PADANG SELAMAT BARU ,SOLO",Vector Stephen Dewangga,5,Bigger rendang meat ever.. served with complete spice.. like it..!
317,ChIJyTMoqWQWei4R1S23pHLQOeM,"RM MASAKAN PADANG SELAMAT BARU ,SOLO",Muhamad Nuhi Ni'mal Abdu,5,Ok
318,ChIJyTMoqWQWei4R1S23pHLQOeM,"RM MASAKAN PADANG SELAMAT BARU ,SOLO",irawan tedjo,2,Menu does not complete
319,ChIJyTMoqWQWei4R1S23pHLQOeM,"RM MASAKAN PADANG SELAMAT BARU ,SOLO",nugroho widyanto,5,Ok
320,ChIJyTMoqWQWei4R1S23pHLQOeM,"RM MASAKAN PADANG SELAMAT BARU ,SOLO",Adryan Wisnu,5,👍👍
321,ChIJxTDdpGYWei4RHcaS72FiZlY,Ampera Uni Nora,Yusuf Fajar,4,"Delicious padang's dishes. You need to try teh talua, tea mixed with egg, condensed milk, a little ginger and  fewlim drops."
322,ChIJxTDdpGYWei4RHcaS72FiZlY,Ampera Uni Nora,Boby Darmahendra,5,Delicious teh Talua... yummy..
323,ChIJxTDdpGYWei4RHcaS72FiZlY,Ampera Uni Nora,risa 2187,3,Good
324,ChIJxTDdpGYWei4RHcaS72FiZlY,Ampera Uni Nora,Cintantya S R,4,"Places are limited, but the food is delicious and there is a special menu that cannot be found at other Padang RMs in Solo: prawn peanut brittle, bilih fish, talua tea, and guess ice. His father is friendly and serves visitors well. The price is friendly"
325,ChIJxTDdpGYWei4RHcaS72FiZlY,Ampera Uni Nora,HARIYANI P.LUBIS,5,"As for Minang food in SURAKARTA, for me it's only here.
Maybe because the area here has many DECREES of nomads from MINANG. It's not a restaurant."
326,ChIJWY8T72sWei4RqcRO5g049i0,Warung Padang Pak Haji Jamal,Zannuar Anggara,4,"Tried the Nasi Padang with a side dish of flour chicken. The taste is quite good, tasty, lots of rice. However, the place is quite small to eat on the spot, it's better to just pack it up if you come with a group. For the standard price of Nasi Padang in general."
327,ChIJWY8T72sWei4RqcRO5g049i0,Warung Padang Pak Haji Jamal,It's Diane,3,"At that time, I bought a pack and was told to wait for the rice to be cooked, he said, 15 minutes, not yet 15 minutes, he said it was cooked, but it turned out that it was right until the rice was eaten, it was not cooked, it was still hard, bought a side dish of omelet, it was cheap, but I don't think I'm sorry"
328,ChIJWY8T72sWei4RqcRO5g049i0,Warung Padang Pak Haji Jamal,Anik Sri Muryani,5,"The main recommendation...the food is delicious, suitable for my tongue, which in fact likes dishes with strong spices...the price is cheap...the place is simple but clean...thank you..."
329,ChIJWY8T72sWei4RqcRO5g049i0,Warung Padang Pak Haji Jamal,Mode Bisu,5,"PUUUWAAASSS BGT Ibux, the seller is very friendly, delicious and cheap ☆☆TOP SOP☆☆"
330,ChIJWY8T72sWei4RqcRO5g049i0,Warung Padang Pak Haji Jamal,da jester,5,"Ok, you can take the spices yourself... great"
331,ChIJfxRGnWkWei4RL9enN4UEMNI,Rumah Makan Barokah Riyadh,savira alaydrus,4,Pretty good
332,ChIJKZMQy2MWei4RERBm9e48xHY,Cahaya 5 Padang Restaurant,Fahrizal Eko Setiono (Pak Tio),5,Good taste of padang's food. Price? Very friendly.
333,ChIJKZMQy2MWei4RERBm9e48xHY,Cahaya 5 Padang Restaurant,Jordan Grace,5,Nice 👌🏻
334,ChIJKZMQy2MWei4RERBm9e48xHY,Cahaya 5 Padang Restaurant,abigael odinson,5,love it so much
335,ChIJKZMQy2MWei4RERBm9e48xHY,Cahaya 5 Padang Restaurant,Indah Suciati,3,Hmm
336,ChIJKZMQy2MWei4RERBm9e48xHY,Cahaya 5 Padang Restaurant,Muhammad David Perdana Putra,5,Nice
337,ChIJJUJOXIcWei4RmzScZyZA3qo,RM Sederhana Padang Kleco,Puraditya B S,5,"One of best padang-style restaurant at Solo. Very clean and comfortable. Room, table and chair arranged in such way to follow health protocol. All waitress and cashier wear mask. Food taste is good, still padang-style but taste already adjusted for solo / local taste. Try egg martabak (martabak mesir) and chanai bread (roti cane). Available option for dine in, take away or delivery. Parking area available for bus, car and motorcyle."
338,ChIJJUJOXIcWei4RmzScZyZA3qo,RM Sederhana Padang Kleco,Olivia OliveTree,5,"Taste good as always, my favorite is ayam pop. Place is clean, very spacious parking. Toilet is available and clean.

Personally I admire the management of this restaurant, once I went here the staff ask us to fill the suggestion form, and they really done it. The fish pond at the rear is now clean and filled with fishes, and also they put some real plants. Thanks for making it happen."
339,ChIJJUJOXIcWei4RmzScZyZA3qo,RM Sederhana Padang Kleco,Isti Andini,5,"the only place in solo where you can find sate padang, martabak kubang, and kepala kakap.. spacious, AC/nonAC hall, musholla, price wise it is reasonable.."
340,ChIJJUJOXIcWei4RmzScZyZA3qo,RM Sederhana Padang Kleco,Adi Nugroho,5,"Incredible delicious, however it's too pricey cause the portion is too little I think."
341,ChIJJUJOXIcWei4RmzScZyZA3qo,RM Sederhana Padang Kleco,Istiqomah Nur 'Aini Arbi,4,"A lot of menus served in there. Good enough. The place also big, clean, and comfy."
342,ChIJhQfn714Xei4RrkKMGNL0KqQ,Rumah Makan Padang Uda Madi,Dani Prasetyo,5,Top
343,ChIJhQfn714Xei4RrkKMGNL0KqQ,Rumah Makan Padang Uda Madi,Ind My,4,"Pretty good, the meat is a bit small, the portion is a bit small because the price is also not expensive.
1 kikil rice, 1 tripe rice, 1 Rendang rice, 1 orange ice and 1 ice tea total 57 thousand."
344,ChIJhQfn714Xei4RrkKMGNL0KqQ,Rumah Makan Padang Uda Madi,Cintantya S R,5,"The food is delicious and tastes authentic, not like RM Padang in Solo which tastes sweet and medok according to local tastes. The seller's accent is also thick from Sumatra. It's already so cheap, vegetable rice with separate chopped curry and sweet tea is only 18 thousand. The food menu with meat is also 15 thousand. Deserves always a lot of buyers."
345,ChIJhQfn714Xei4RrkKMGNL0KqQ,Rumah Makan Padang Uda Madi,Yulizar Yuli,5,"A week here, I just found authentic Padang cuisine
Sabana sero lamak bana"
346,ChIJhQfn714Xei4RrkKMGNL0KqQ,Rumah Makan Padang Uda Madi,Lingga Wijayanto,5,"A Padang food stall that has native Padang people.
The rice is just right, not too much, lots of side dishes.
The tea is typical Nasi Padang tea which I like.
The price is cheap in my opinion, the most expensive is only 15 thousand with 1 side dish and 1 rice.
Hopefully suitable for others."
347,ChIJ3bZQlIcWei4RpDIQ3IpvO9s,RM Sari Bundo,Jee JY,4,"Nice nasi padang in Solo,
Ambiance place to have lunch and dinner,
Food are great, likes the rendang beef, curry beef,
Good services,
Parking is easy..."
348,ChIJ3bZQlIcWei4RpDIQ3IpvO9s,RM Sari Bundo,Septiana Wulan,4,"Located exactly beside and infront of couple of hotels, so its very easy to find. For foreigners, this place probably best cuz you'll get to taste legit 'padang food' with a decent amount of spices not too strong. And you'll get wide variety of choices. Food taste good. Place is clean and spacious, suitable for big groups. People are very friendly and helpful here. For the price, well its a bit higher than the usual padang restaurant but its kinda worth it i think. Ask for the 'all serve' kinda thing they do where they will put lots and lots of different plates with different éntree on the table and you get to choose whatever you like and pay for what you eat only. Careful tough, cuz sometimes you just eat without thinking and ended up paying loads 😅"
349,ChIJ3bZQlIcWei4RpDIQ3IpvO9s,RM Sari Bundo,Reva Yoga Pradana,5,Good food good place good parking space good service
350,ChIJ3bZQlIcWei4RpDIQ3IpvO9s,RM Sari Bundo,fajar zona,5,They serve typical Padang/Minang dishes here. They have spacious room and parking lot. Their rendang is quite tasty than their counterpart in same area. Delicious 😋
351,ChIJ3bZQlIcWei4RpDIQ3IpvO9s,RM Sari Bundo,Friska Udayani,5,love it this rendang
352,ChIJX1v0xIYWei4RquRJOtUlDt8,WM. Padang Ampera,Fajar Prasetya,5,"Tasty, and reasonable prices,  The best Padang resto in Town maybe!"
353,ChIJX1v0xIYWei4RquRJOtUlDt8,WM. Padang Ampera,Cahyadi Prabowo,5,"Tasty food, affordable price"
354,ChIJX1v0xIYWei4RquRJOtUlDt8,WM. Padang Ampera,yoga wicaksana,5,Nice taste and friendly price
355,ChIJX1v0xIYWei4RquRJOtUlDt8,WM. Padang Ampera,Moms Dheara,5,"Full menu..cheap. It feels good. Must try.

The employees are friendly. Smart too. If you come here, you are confused about what side dishes to choose, it's so complete. I want it all, haha..

Enter, the place is small, if you eat in a place when it's crowded, you can't get a place, huhu.. oiy, the rice is not too much.. half of the rice is still too much. Great for boarding children.

Price
Nasi cob 2
Fried eggs 1
Ice tea 1
Crackers 1
Total 35 thousand, really cheap right. Or is there something cheaper?"
356,ChIJX1v0xIYWei4RquRJOtUlDt8,WM. Padang Ampera,criztyan aji,5,"Delicious & Very Cheap!
Strategic place, full menu choices.

Nasi Rendang, Ice Tea + Crackers 1 only 19 thousand already full.
The broth tastes strong & the rendang seasoning is a winner"
357,ChIJwXbE5nwVei4RMkoNqoIys3A,Resto Bundo Rumah Makan Padang,Ena Eno,5,"If you want to buy Padang food, you can try it here. The menu is quite complete. There are rendang, fried catfish, fried chicken, snapper, fried fish curry, omelet. For vegetables, there are cassava leaves, jackfruit curry and green chili sauce.
The price is also not too expensive. So it's still safe for the bag.
1 portion can be eaten for two."
358,ChIJvf1IZ3wXei4RpnMPM5bchHE,RM Padang Putra Alam,Ge Nose,5,"Maybe you could say hidden gems wkwk

Original
The food is mantabbbbbssss
The seasoning is not stingy and the seasoning goes deep.
The iso isn't great..
Most importantly the price is cheap
And a bowl for washing dishes is provided

For a place beside the Veterans road
The place is a bit small but cool not hot..
Friendly staff..

The place has no parking attendants"
359,ChIJvf1IZ3wXei4RpnMPM5bchHE,RM Padang Putra Alam,Ven ven,5,"The taste is extraordinary, the price is cheap, the portions are large, I always buy it every day, I'm never absent"
360,ChIJvf1IZ3wXei4RpnMPM5bchHE,RM Padang Putra Alam,yusuf eko,5,Full portion. Great taste. The seasoning tastes. Don't be stingy with spices. Cheap price. Clean and tidy place. Joss really.
361,ChIJvf1IZ3wXei4RpnMPM5bchHE,RM Padang Putra Alam,Riza Si Bolang,4,Mantaap
362,ChIJvf1IZ3wXei4RpnMPM5bchHE,RM Padang Putra Alam,desti ramadhani,2,
363,ChIJjf1_-2IWei4RDIeV8EyOoKs,Sate Padang Amura Uda Rico,Fadhilla Ghassani,5,"If your doesn't like this sate, you must try it. After that you will love this food so much..
The cassava chips are really good"
364,ChIJjf1_-2IWei4RDIeV8EyOoKs,Sate Padang Amura Uda Rico,Reno Herdhiansyah,5,"Delicious, Good services"
365,ChIJjf1_-2IWei4RDIeV8EyOoKs,Sate Padang Amura Uda Rico,Joko Susilo,5,I love Sate Padang and in Solo this is the best
366,ChIJjf1_-2IWei4RDIeV8EyOoKs,Sate Padang Amura Uda Rico,Fida Hasna,5,Great taste. Friendly staff.
367,ChIJjf1_-2IWei4RDIeV8EyOoKs,Sate Padang Amura Uda Rico,Ayu Fatimah,5,Favorittt
368,ChIJcUilpj8Wei4Rqavs7kRdhdQ,Rumah Makan Ampera Masakan Padang,Jauhary,3,While waiting for car service. Can eat here
369,ChIJcUilpj8Wei4Rqavs7kRdhdQ,Rumah Makan Ampera Masakan Padang,Ai Zen,4,A clean food stall in the notoharjo klikit market
370,ChIJcUilpj8Wei4Rqavs7kRdhdQ,Rumah Makan Ampera Masakan Padang,Fitri Ermi Zayanti,5,Lamak me...😉😋
371,ChIJcUilpj8Wei4Rqavs7kRdhdQ,Rumah Makan Ampera Masakan Padang,Rio Fitri,5,
372,ChIJcUilpj8Wei4Rqavs7kRdhdQ,Rumah Makan Ampera Masakan Padang,Rio Novandri,5,
373,ChIJ0eBmmGYWei4RESM7OdaYpV8,Ketupat Sayur Padang Uni Luci,lusi ermita,5,samba netnya mantaaaaap
374,ChIJ0eBmmGYWei4RESM7OdaYpV8,Ketupat Sayur Padang Uni Luci,IWAN JAYA SOLO,3,
375,ChIJOwh69PUXei4RW1qBI2klp4E,Rumah Makan Padang Dara Minang,Dionitius Gilang Erlanda Putra,5,"Highly recommend Nasi Padang, the best in this area, hopefully it sells out even more"
376,ChIJOwh69PUXei4RW1qBI2klp4E,Rumah Makan Padang Dara Minang,pranowo chanel,5,
377,ChIJOwh69PUXei4RW1qBI2klp4E,Rumah Makan Padang Dara Minang,Mesica Shavira,5,
378,ChIJ759VK5AWei4R5onlcU0VQpY,RM. PADANG SEDERHANA BARU,Hartanto Taksi,5,Ok
379,ChIJ759VK5AWei4R5onlcU0VQpY,RM. PADANG SEDERHANA BARU,Lya Astuty,5,Yummy
380,ChIJ759VK5AWei4R5onlcU0VQpY,RM. PADANG SEDERHANA BARU,R Wulandana,4,Just passing by
381,ChIJ759VK5AWei4R5onlcU0VQpY,RM. PADANG SEDERHANA BARU,Dandy Rayhan,5,"My favorite Padang Restaurant in Solo, the owner is a native Padangnese!

I know this restaurant from my college friend who is originally from Padang and lives in Bukit Tinggi, he once talked to the owner & it turns out that the owner is originally from Padang. The place is standard like Padang Pads restaurants in general.

As for the food, I tried rendang for the first time, it tasted okay but it's still better than the ISI side in my opinion. Meanwhile, the grilled fish tastes great! The seasoning is delicious & tastes authentic, between the tuna, tilapia and mackerel, I highly recommend the mackerel, and what I like the most here is Cincang, whose broth is so rich in spices! I've been to several well-known Padang restaurants in Jakarta but the minced meat is not as good as here.

The price is affordable, all rice + side dishes cost 15 thousand (except for some menus such as egg rice which is only 7 thousand-10 thousand), the portions are quite large like at RM Padang in general. Overall highly recommended!"
382,ChIJ759VK5AWei4R5onlcU0VQpY,RM. PADANG SEDERHANA BARU,Nurul Hafizhah,5,"Good food, affordable prices, strategic location and friendly service."
383,ChIJhYwIh_sWei4Rik39vvTDVGE,Rumah Makan Masakan Padang Cahaya Sukses,Iced Lemon Tea,5,"The first time I tried Padang cuisine here, the taste was quite satisfying and quite delicious. The rendang soup is a little less savory but still good. When it's wrapped for the rendang vegetable soup and the cassava leaves, it's a bit lacking hehe. The portion is filling, even if you want to add rice, that's okay because the father offered to add rice or not hehe.
You can take it home or eat on the spot, the stalls are clean and tidy, the food is fresh. It's very cheap, rice and vegetable side dishes are only Rp. 10,000 except for side dishes of rendang and tilapia above 10k. Open from 9am to 9pm. The seller is very very friendly, always healthy, sir. Good luck and keep getting better!"
384,ChIJhYwIh_sWei4Rik39vvTDVGE,Rumah Makan Masakan Padang Cahaya Sukses,Yulian Setyowinoto,5,very suitable for students and the mother is very friendly
385,ChIJhYwIh_sWei4Rik39vvTDVGE,Rumah Makan Masakan Padang Cahaya Sukses,Henricus Hans,1,Disappointed to buy at this shop... The omelet looks like a home-made omelet.. The cakes are not fresh... Yesterday I bought it via grabfood.. But the shape of the food is not the same as Padang cuisine...not worth the long wait for food...
386,ChIJhYwIh_sWei4Rik39vvTDVGE,Rumah Makan Masakan Padang Cahaya Sukses,B B,5,Recommended
387,ChIJhYwIh_sWei4Rik39vvTDVGE,Rumah Makan Masakan Padang Cahaya Sukses,Yulianbudi Ady,5,
388,ChIJBRJRN4sXei4RTmuU9EvNpPY,Rumah Makan Padang Cahayo Minang,Ahmad Azka,4,"Like Padang restaurants in general, providing a variety of delicious and delicious food menus with thick, thick green chili sauce, strategic location, friendly service, don't worry about prices for Padang restaurants wherever the place is just as friendly in pockets full of stomach, please try."
389,ChIJBRJRN4sXei4RTmuU9EvNpPY,Rumah Makan Padang Cahayo Minang,Billa Nabilla,5,"The portion is great, the jumboo tastes really good... The price is cheap"
390,ChIJBRJRN4sXei4RTmuU9EvNpPY,Rumah Makan Padang Cahayo Minang,Joko Kurniawan,1,The one who owns the stall is not welcome to the castamer...not friendly
391,ChIJBRJRN4sXei4RTmuU9EvNpPY,Rumah Makan Padang Cahayo Minang,apritos,4,It tastes like the original Padang... Less minced meat
392,ChIJBRJRN4sXei4RTmuU9EvNpPY,Rumah Makan Padang Cahayo Minang,darinda juwita,5,
393,ChIJjUspPowXei4RgmoUE3wbPVY,"Rumah makan padang ""BAREH SOLOK""",deny susanto,5,
394,ChIJGeNCpEAWei4R1mwwjQCGmvc,Rumah Makan Padang Pagaruyuang,Ratih Enjie (Enjie),5,Ok
395,ChIJGeNCpEAWei4R1mwwjQCGmvc,Rumah Makan Padang Pagaruyuang,BUDHI OMBHO,5,The day is not open / still closed
396,ChIJGeNCpEAWei4R1mwwjQCGmvc,Rumah Makan Padang Pagaruyuang,WB Utama,5,"Pop chicken is delicious, fresh cassava leaves."
397,ChIJGeNCpEAWei4R1mwwjQCGmvc,Rumah Makan Padang Pagaruyuang,Nur Imut,4,yes not bad....
398,ChIJGeNCpEAWei4R1mwwjQCGmvc,Rumah Makan Padang Pagaruyuang,Bambang Joko Sulistyo Joko Sulistyo,5,It's pretty comfortable to be able to chat freely because the place is quite spacious
399,ChIJC7zwuYYWei4RiwLkRZ7YzLs,Rumah Makan Padang Denai,Antonio Bepe,4,"Simple place but all menu are delicious.
You should try.
That's it."
400,ChIJC7zwuYYWei4RiwLkRZ7YzLs,Rumah Makan Padang Denai,Olivia OliveTree,5,"Decent place, but the taste is very worth it. Recommended if you like Padang cuisine."
401,ChIJC7zwuYYWei4RiwLkRZ7YzLs,Rumah Makan Padang Denai,Louis Karim,5,"The best Minang cuisine in Solo. The place don't represent the taste, but it is worth to dine in or take away"
402,ChIJC7zwuYYWei4RiwLkRZ7YzLs,Rumah Makan Padang Denai,hussein amer,4,Nice original padang food and friendly people.
403,ChIJC7zwuYYWei4RiwLkRZ7YzLs,Rumah Makan Padang Denai,Fauzan Prawira Adhi,5,An original taste of padang cuisine
404,ChIJ-43huGwWei4RSPcEdAPMBv4,Rumah Makan padang EMBUN PAGI,Awi Wiono,5,Top
405,ChIJ-43huGwWei4RSPcEdAPMBv4,Rumah Makan padang EMBUN PAGI,el bagus,4,Ok
406,ChIJ-43huGwWei4RSPcEdAPMBv4,Rumah Makan padang EMBUN PAGI,Umar Syarif2020,5,By go food & grab food
407,ChIJ-43huGwWei4RSPcEdAPMBv4,Rumah Makan padang EMBUN PAGI,Rudi Hartono,5,Is the best
408,ChIJ-43huGwWei4RSPcEdAPMBv4,Rumah Makan padang EMBUN PAGI,Sang Hapsari AKP,4,"Padang restaurant on the main road. Easy to find. Parking along the protocol road, if you bring a car it's a bit difficult if it's full on the side of the road. For 2-wheeled vehicles is quite sufficient.

Morning dew desert cuisine where the rice is fluffier among other branches. The taste is quite according to the price. Not disappointed. Standard prices for side dishes and rice, unless there are additional crackers/chips. There is no pricelist, do not know the price of crackers / side dishes at the table.

The drink menu is less attention. Tea/orange not Satisfactory. The taste is just sweet water. For regular service."
409,ChIJ7zZ1mPsWei4RKzBvhKpabG0,Rm Padang Embun Pagi,Maia She,1,"Eating with the fish head tastes good as usual ... but I saw on GoJek that the price for the fish head was 15,500 but there was a stake of 30,000 and I didn't enter the receipt with the excuse that there was a price change that had not been entered. But on gojek, I checked that the price was still the same for just fish head curry without rice, like what I ate, it was only 15,500, I don't know if the employees manipulated the price or what."
410,ChIJ7zZ1mPsWei4RKzBvhKpabG0,Rm Padang Embun Pagi,aditya krisna w,1,"The taste of the food is bland, the chicken also lacks seasoning

The sambel can be improved"
411,ChIJ7zZ1mPsWei4RKzBvhKpabG0,Rm Padang Embun Pagi,MELODY,1,
412,ChIJ7zZ1mPsWei4RKzBvhKpabG0,Rm Padang Embun Pagi,Bima Prabowo,5,
413,ChIJDRM6AtUVei4RxgjjPVdrAZI,Masakan Padang Mutiara Minang,muhammad masud,3,The broth is tempting...makes me hungry
414,ChIJDRM6AtUVei4RxgjjPVdrAZI,Masakan Padang Mutiara Minang,Abuibrohim Shodiq,5,Sharing benefits
415,ChIJDRM6AtUVei4RxgjjPVdrAZI,Masakan Padang Mutiara Minang,endro widodo,3,The food is delicious and the price is affordable
416,ChIJDRM6AtUVei4RxgjjPVdrAZI,Masakan Padang Mutiara Minang,Mustofa Mustofa,4,Mak Nyuss
417,ChIJDRM6AtUVei4RxgjjPVdrAZI,Masakan Padang Mutiara Minang,Roh Man,3,Uenak nan
418,ChIJjeNZI3UXei4R0QlwxbPRUuE,Masakan Padang,Dova Prayusa,5,Raden Pabelan's grave
419,ChIJjeNZI3UXei4R0QlwxbPRUuE,Masakan Padang,Muhamad Dede mulyana,5,The food is delicious
420,ChIJjeNZI3UXei4R0QlwxbPRUuE,Masakan Padang,Vita Ayu Fatmawati,5,
421,ChIJocyLqwwWei4R0fTQ8_KayL4,Pondok Salero Masakan Padang,Ena Eno,5,"Often buy Padang dishes here to take home. It tastes good, fits on the tongue.
There are many types of side dishes, you can choose as you wish. There are chicken, sea fish, catfish, rendang, and so on.
Do not miss cassava and jackfruit leaf vegetables as well as green chili sauce.
1 serving of vegetables is only IDR 5,000
Rendang 1 portion costs IDR 12,000
Still affordable right?"
422,ChIJocyLqwwWei4R0fTQ8_KayL4,Pondok Salero Masakan Padang,Martin Martiansyah,5,
423,ChIJocyLqwwWei4R0fTQ8_KayL4,Pondok Salero Masakan Padang,Bea Rhath,4,
424,ChIJc1TVwwUXei4RDvGBEVHYx98,Rumah Makan Padang Gadih Minang,Sherlina Yuliyanti,5,"It's delicious. At first, I tried it online, it looked delicious. Wkwk then come straight to the restaurant. Minced rice 16k. The portion that is included is small, but for me, the portion that eats a little is enough. The minus is that the table is dirty, the spoon is dirty, maybe because I often take away from dine-in, another one that serves is not set 😏. But pwol is delicious tomorrow I want to go again, 😭"
425,ChIJc1TVwwUXei4RDvGBEVHYx98,Rumah Makan Padang Gadih Minang,Annisa Okta Sellia,5,
426,ChIJc1TVwwUXei4RDvGBEVHYx98,Rumah Makan Padang Gadih Minang,Vany Chanell Official,5,
427,ChIJc1TVwwUXei4RDvGBEVHYx98,Rumah Makan Padang Gadih Minang,Nanda agusaldi,5,
428,ChIJc1TVwwUXei4RDvGBEVHYx98,Rumah Makan Padang Gadih Minang,annisa c a,4,
429,ChIJ-1mnlFkWei4RtKVaBtq09Ow,Rumah Makan Tiara Minang,widi wae81,5,Verygood
